id,exposure_endpoint_type,chemical,endpoint_value,endpoint_description,units,sex,life_cycle_stage,sample_size,location,type,age_specific,california_counties,condition,countries,error,lab,species,endpoint_value_original,endpoint_description_original,units_original,endpoint_value_numeric,endpoint_value_text,units_extracted,units_standardized,endpoint_description_standardized,data_type,has_error_range,is_quantitative,is_qualitative,has_numeric_value,has_units,dataset_source
14126,Body Weight - Mean,,45,,g,Male,Juvenile,44,"Snake River Birds of Prey Area, southwestern ID",Exposure Factor Datasets,,,,,38.9 SD,,Reptiles,45,,g,45,,,g,,quantitative,false,true,false,true,true,exposure
14128,Home Range,,,median daily movement,m,Not Reported,Adult,4,"Arroyo Laguna-Oak Knoll Creek, San Simeon Point",Exposure Factor Datasets,,San Luis Obispo,,,,,Reptiles,,median daily movement,m,,,,m,Other,unknown,false,false,false,false,true,exposure
14131,Body Weight - Mean,,1128,,g,Not Reported,,4,,Exposure Factor Datasets,2 yr post-hatch,,,,57.6 SE,Laboratory,Reptiles,1128,,g,1128,,,g,,quantitative,false,true,false,true,true,exposure
14132,Clutches or Litters per year,,,,clutches/yr,Female,Adult,19,,Exposure Factor Datasets,,,,,,Laboratory,Reptiles,,,clutches/yr,,,,clutches/yr,,unknown,false,false,false,false,true,exposure
14133,Survival/ Mortality,,2.3,annual mortality rate for subadults and adults from 1973 and 1982,%/yr,Both Male and Female,Both Adults and Juveniles,Not Reported,"33.0000000, -115.0000000",Exposure Factor Datasets,,,,,,,Reptiles,2.3,annual mortality rate for subadults and adults from 1973 and 1982,%/yr,2.3,,,%/yr,Mortality,quantitative,false,true,false,true,true,exposure
14105,Clutch or Litter Size,,,based on eggs in oviduct,eggs/clutch,Female,Adult,Not Reported,"33.79408, -116.52493",Exposure Factor Datasets,,"Imperial, Riverside, San Bernardino",,,,,Reptiles,,based on eggs in oviduct,eggs/clutch,,,,eggs/clutch,Other,unknown,false,false,false,false,true,exposure
14116,Body Weight - Mean,,,egg weight,g,Not Reported,Embryo,13,"44.65513, -121.09101",Exposure Factor Datasets,,,,,,,Reptiles,,egg weight,g,,,,g,Other,unknown,false,false,false,false,true,exposure
14108,Body Weight - Mean,,11.5,,g,Both Male and Female,Adult,20,"34.05357, -118.24545",Exposure Factor Datasets,,,,,0.4SE,,Reptiles,11.5,,g,11.5,,,g,,quantitative,false,true,false,true,true,exposure
14134,Clutch or Litter Size,,4.17,estimated by x-ray examination,eggs/clutch,Female,Adult,35 clutches,"43.00093, -75.84578",Exposure Factor Datasets,,San Bernardino,,,0.22SE,,Reptiles,4.17,estimated by x-ray examination,eggs/clutch,4.17,,,eggs/clutch,Other,quantitative,false,true,false,true,true,exposure
14135,Population Density,,,range of population densities in % of area (800 mi2) surveyed,#/mi2,Not Reported,Not Reported,Not Reported,"35.26342, -116.69048",Exposure Factor Datasets,,,,,,,Reptiles,,range of population densities in % of area (800 mi2) surveyed,#/mi2,,,,#/mi2,Other,unknown,false,false,false,false,true,exposure
14137,Home Range,,76.25,home range reported as minimum area probability (0.95 level); minimum area which will contain a given proportion (95%) of the total observations of the average individual,m2,Female,,48 animals,"44.09007, -77.5784",Exposure Factor Datasets,1 yr,Monterey,breeding,,,,Reptiles,76.25,home range reported as minimum area probability (0.95 level); minimum area which will contain a given proportion (95%) of the total observations of the average individual,m2,76.25,,,m2,Other,quantitative,false,true,false,true,true,exposure
14107,Age at Sexual Maturity,,22-23,,mo,Both Male and Female,Adult,Not Reported,"39.0255, -118.90731",Exposure Factor Datasets,,Monterey,,,,,Reptiles,22-23,,mo,22,22-23,,mo,,quantitative,false,true,false,true,true,exposure
14122,Population Density,,1458,,#/ha,Both Male and Female,Both Adults and Juveniles,120 marked animals,"50.45628, -96.57188",Exposure Factor Datasets,,,,,103 SE,,Reptiles,1458,,#/ha,1458,,,#/ha,,quantitative,false,true,false,true,true,exposure
14115,Age at Sexual Maturity,,10,,mo,Female,Adult,162,"34.04505, -118.08936",Exposure Factor Datasets,,Los Angeles,,,,,Reptiles,10,,mo,10,,,mo,,quantitative,false,true,false,true,true,exposure
14136,Dietary Composition,,insecta (97%); arachnida (0.8%); plants (0.3%); unidentified (1.6%),"% of total food dry weight, based on stomach contents",%,Not Reported,Both Adults and Juveniles,18,"39.52354, -119.7505",Exposure Factor Datasets,,,,,,,Reptiles,insecta (97%); arachnida (0.8%); plants (0.3%); unidentified (1.6%),"% of total food dry weight, based on stomach contents",%,97,insecta (97%); arachnida (0.8%); plants (0.3%); unidentified (1.6%),,percent,Other,quantitative,false,true,false,true,true,exposure
14109,Time of Hatching or Parturition,,Aug. - Oct.,time of hatching,,Both Male and Female,Hatchling,Not Reported,"20.69495, -103.32813",Exposure Factor Datasets,,,,,,,Reptiles,Aug. - Oct.,time of hatching,,,Aug. - Oct.,,,Other,text,false,false,false,false,false,exposure
14117,Growth Rate,,0.31,"growth rate estimated by increase in snout-vent length (mm), snout-vent length range 50-56mm",mm/mo,Female,Not Reported,2,"33.29172, -112.02616",Exposure Factor Datasets,,,,,,,Reptiles,0.31,"growth rate estimated by increase in snout-vent length (mm), snout-vent length range 50-56mm",mm/mo,0.31,,,mm/mo,Growth,quantitative,false,true,false,true,true,exposure
14118,Survival/ Mortality,,,range of early activity season (spring to summer) mortality rates measured over 2 yrs,deaths/100 lizards/d,Not Reported,Adult,27-51/yr,"37.75908, -121.457",Exposure Factor Datasets,,San Joaquin,,,,,Reptiles,,range of early activity season (spring to summer) mortality rates measured over 2 yrs,deaths/100 lizards/d,,,,deaths/100 lizards/d,Mortality,unknown,false,false,false,false,true,exposure
14113,Population Density,,,,#/ha,Not Reported,Not Reported,0-43 animals/10 plots (2.25 ha),"33.8375, -116.5009",Exposure Factor Datasets,,Riverside,,,,,Reptiles,,,#/ha,,,,#/ha,,unknown,false,false,false,false,true,exposure
14129,Population Density,,,range in density estimates at 2 locations,#/ha,Both Male and Female,Both Adults and Juveniles,Not Reported,"40.04362, -123.11687",Exposure Factor Datasets,,Trinity,,,,,Reptiles,,range in density estimates at 2 locations,#/ha,,,,#/ha,Other,unknown,false,false,false,false,true,exposure
14110,Food Ingestion Rate,,219,mean measured stomach content fresh weight of lizard averaging 8.6 g,mg,Female,Not Reported,184 animals,"43.41794, -116.19921",Exposure Factor Datasets,,,,,182SD,,Reptiles,219,mean measured stomach content fresh weight of lizard averaging 8.6 g,mg,219,,,mg,Other,quantitative,false,true,false,true,true,exposure
14127,Body Weight - Mean,,2.6,,g,Not Reported,Neonate,187,"43.41794, -116.19921",Exposure Factor Datasets,,,,,0.4 SD,Laboratory,Reptiles,2.6,,g,2.6,,,g,,quantitative,false,true,false,true,true,exposure
14104,Dietary Composition,,Plant Species: Ambrosia dumosa (4.8%); Coldenia palmeri (27.6%); Croton californica (2.8%); Dalea emoryi (24.7%); Dalea schottii (13.2%); Dicoria canescens (22.5%); Arthropods (1.3%); Rodent feces (2.4%); Gravel (0.6%),mean % of total dry matter stomach contents,%,Not Reported,Adult,7,"33.8164, -116.38648",Exposure Factor Datasets,,Riverside,,,,,Reptiles,Plant Species: Ambrosia dumosa (4.8%); Coldenia palmeri (27.6%); Croton californica (2.8%); Dalea emoryi (24.7%); Dalea schottii (13.2%); Dicoria canescens (22.5%); Arthropods (1.3%); Rodent feces (2.4%); Gravel (0.6%),mean % of total dry matter stomach contents,%,4.8,Plant Species: Ambrosia dumosa (4.8%); Coldenia palmeri (27.6%); Croton californica (2.8%); Dalea emoryi (24.7%); Dalea schottii (13.2%); Dicoria canescens (22.5%); Arthropods (1.3%); Rodent feces (2.4%); Gravel (0.6%),,percent,Other,quantitative,false,true,false,true,true,exposure
14121,Growth Rate,,0.046,increase in snout-vent length (40-50 mm size class),mm/d,Not Reported,,Not Reported,"38.39415, -28.21076",Exposure Factor Datasets,1.3 yr,,,,0.003 SE,,Reptiles,0.046,increase in snout-vent length (40-50 mm size class),mm/d,0.046,,,mm/d,Other,quantitative,false,true,false,true,true,exposure
14130,Population Density,,59,,#/km2,Both Male and Female,Both Adults and Juveniles,,"35.30663, -114.88106",Exposure Factor Datasets,,,,,19-173 (95% CI),,Reptiles,59,,#/km2,59,,,#/km2,,quantitative,false,true,false,true,true,exposure
14114,Age at Sexual Maturity,,1,"based on presence of mature spermazoa or yolked ovarian follicles, oviducal eggs or corpora lutea; snout-vent length = 40-43 mm",yr,Both Male and Female,Adult,275,"1.29575, 103.83686",Exposure Factor Datasets,,,,,,,Reptiles,1,"based on presence of mature spermazoa or yolked ovarian follicles, oviducal eggs or corpora lutea; snout-vent length = 40-43 mm",yr,1,,,yr,Other,quantitative,false,true,false,true,true,exposure
14143,Clutch or Litter Size,,3,,eggs/clutch,Female,Adult,Not Reported,,Exposure Factor Datasets,,"Kern, San Joaquin, San Luis Obispo, Tulare",,,,,Reptiles,3,,eggs/clutch,3,,,eggs/clutch,,quantitative,false,true,false,true,true,exposure
14148,Time of Mating/ Laying,,Apr. - May,time of breeding,,Both Male and Female,Adult,Not Reported,,Exposure Factor Datasets,,,,,,,Reptiles,Apr. - May,time of breeding,,,Apr. - May,,,Other,text,false,false,false,false,false,exposure
14159,Clutch or Litter Size,,4.6,average clutch size,eggs/female,Female,Adult,16,"37.7371331, -121.4529999",Exposure Factor Datasets,,Contra Costa,,,,,Reptiles,4.6,average clutch size,eggs/female,4.6,,,eggs/female,Other,quantitative,false,true,false,true,true,exposure
14154,Dietary Composition,,review,,,Not Reported,Not Reported,Not Reported,,Exposure Factor Datasets,,,,,,,Reptiles,review,,,,review,,,,text,false,false,false,false,false,exposure
14160,Growth Rate,,,"range of average male and female growth rates, based on increases in snout-vent length",mm/d,Both Male and Female,Hatchling,35-72/sex,,Exposure Factor Datasets,,,,,,,Reptiles,,"range of average male and female growth rates, based on increases in snout-vent length",mm/d,,,,mm/d,Growth,unknown,false,false,false,false,true,exposure
14161,Metabolic Rate,,OC = 2.19W^0.55,"equation relating resting oxygen consumption (OC) to body weight (W, g) at 40C",cc O2/g/hr,Not Reported,Not Reported,2-5/weight group,,Exposure Factor Datasets,,,,,,Laboratory,Reptiles,OC = 2.19W^0.55,"equation relating resting oxygen consumption (OC) to body weight (W, g) at 40C",cc O2/g/hr,2.19,OC = 2.19W^0.55,,cc O2/g/hr,Other,quantitative,false,true,false,true,true,exposure
14164,Body Weight - Mean,,11.275,mean snout-vent length = 78.7mm,g,Female,Adult,6,,Exposure Factor Datasets,,San Bernardino,,,2.443SD,,Reptiles,11.275,mean snout-vent length = 78.7mm,g,11.275,,,g,Other,quantitative,false,true,false,true,true,exposure
14165,Population Density,,1.2,mean density in 9 habitat types,#/ha,Both Male and Female,Not Reported,Not Reported,"Snake Rive Birds of Prey Area, southwestern ID",Exposure Factor Datasets,,,,,0.6 SD,,Reptiles,1.2,mean density in 9 habitat types,#/ha,1.2,,,#/ha,Other,quantitative,false,true,false,true,true,exposure
14166,Body Weight - Mean,,59.8,,g,Female,Juvenile,59,"Snake River Birds of Prey Area, southwestern ID",Exposure Factor Datasets,,,,,43.0 SD,,Reptiles,59.8,,g,59.8,,,g,,quantitative,false,true,false,true,true,exposure
14168,Home Range,,,mean daily movement,m,Not Reported,Adult,4,"Arroyo Laguna-Oak Knoll Creek, San Simeon Point",Exposure Factor Datasets,,San Luis Obispo,,,,,Reptiles,,mean daily movement,m,,,,m,Other,unknown,false,false,false,false,true,exposure
14169,Time of Torpor or Hibernation,,"Oct. - Dec. (begin), Mar.-June (end)",,,Both Male and Female,Adult,9,"San Pedro River Valley, Pinal County [lat., 32^o38'N; long., 110^o34'W]",Exposure Factor Datasets,,,,,,,Reptiles,"Oct. - Dec. (begin), Mar.-June (end)",,,,"Oct. - Dec. (begin), Mar.-June (end)",,,,text,false,false,false,false,false,exposure
14171,Body Weight - Mean,,1452,,g,Not Reported,,4,,Exposure Factor Datasets,3 yr post-hatch,,,,99.4 SE,Laboratory,Reptiles,1452,,g,1452,,,g,,quantitative,false,true,false,true,true,exposure
14175,Home Range,,review,,,Not Reported,Not Reported,Not Reported,,Exposure Factor Datasets,,,,,,,Reptiles,review,,,,review,,,,text,false,false,false,false,false,exposure
14147,Duration of Incubation or Gestation,,75,time from egg to hatching,d,Not Reported,Hatchling,Not Reported,"33.79408, -116.52493",Exposure Factor Datasets,,"Imperial, Riverside, San Bernardino",,,,,Reptiles,75,time from egg to hatching,d,75,,,days,Other,quantitative,false,true,false,true,true,exposure
14142,Age at Sexual Maturity,,"1 yr, 273d",,"yr,d",Female,Adult,1,"41.36121, -74.18025",Exposure Factor Datasets,,,,,,Laboratory,Reptiles,"1 yr, 273d",,"yr,d",1,"1 yr, 273d",,"yr,d",,quantitative,false,true,false,true,true,exposure
14144,Growth Rate,,1.6,increase in snout-vent length from 8 to 12 mo,mm/mo,Female,,2,"36.01019, -119.95932",Exposure Factor Datasets,8 - 12 mo,"Kern, Kings, Tulare",,,,,Reptiles,1.6,increase in snout-vent length from 8 to 12 mo,mm/mo,1.6,,,mm/mo,Other,quantitative,false,true,false,true,true,exposure
14157,Population Density,,175,,#/ha,Both Male and Female,Both Adults and Juveniles,Not Reported,"44.65513, -121.09101",Exposure Factor Datasets,,,,,,,Reptiles,175,,#/ha,175,,,#/ha,,quantitative,false,true,false,true,true,exposure
14150,Metabolic Rate,,0.22,"field metabolic rate estimated by carbon dioxide production, using doubly labelled water",ml CO2/g/hr,Both Male and Female,Adult,11,"34.05357, -118.24545",Exposure Factor Datasets,,,reproductively active,,0.019SE,,Reptiles,0.22,"field metabolic rate estimated by carbon dioxide production, using doubly labelled water",ml CO2/g/hr,0.22,,,ml CO2/g/hr,Other,quantitative,false,true,false,true,true,exposure
14174,Clutches or Litters per year,,1.9,,,Female,Adult,19 animals,"43.00093, -75.84578",Exposure Factor Datasets,,San Bernardino,,,0.1SE,,Reptiles,1.9,,,1.9,,,,,quantitative,false,true,false,true,false,exposure
14167,Body Weight - Mean,,41,,g,Both Male and Female,Both Adults and Juveniles,160,"38.63873, -120.37697",Exposure Factor Datasets,,Sierra,,,,,Reptiles,41,,g,41,,,g,,quantitative,false,true,false,true,true,exposure
14141,Body Weight - Mean,,52.1,,g,Female,Adult,3,"41.68917, -86.90355",Exposure Factor Datasets,,,non-pregnant,,4.4 SE,Laboratory,Reptiles,52.1,,g,52.1,,,g,,quantitative,false,true,false,true,true,exposure
14245,Clutch or Litter Size,,,minimum and maximum mean annual clutch size,young/litter,Female,Adult,158 over 9 yrs,"41.32939, 19.81715",Exposure Factor Datasets,,,,,,,Reptiles,,minimum and maximum mean annual clutch size,young/litter,,,,young/litter,Other,unknown,false,false,false,false,true,exposure
14176,Clutch or Litter Size,,CS = 0.378SVL - 17.04,"regression equation relating clutch size (CS; # eggs/oviduct) to snout-vent length (SVL, mm) of female.",eggs/clutch,Female,Adult,49,"35.44934, -83.37502",Exposure Factor Datasets,,Los Angeles,,,,,Reptiles,CS = 0.378SVL - 17.04,"regression equation relating clutch size (CS; # eggs/oviduct) to snout-vent length (SVL, mm) of female.",eggs/clutch,0.378,CS = 0.378SVL - 17.04,,eggs/clutch,Other,quantitative,false,true,false,true,true,exposure
14163,Growth Rate,,0.05,increase in snout-vent length during 1st yr,mm/d,Both Male and Female,,14,"50.45628, -96.57188",Exposure Factor Datasets,0-1 yr,,,,,,Reptiles,0.05,increase in snout-vent length during 1st yr,mm/d,0.05,,,mm/d,Other,quantitative,false,true,false,true,true,exposure
14156,Time of Hatching or Parturition,,July - Oct.,,,Both Male and Female,Hatchling,Not Reported,"34.04505, -118.08936",Exposure Factor Datasets,,Los Angeles,,,,,Reptiles,July - Oct.,,,,July - Oct.,,,,text,false,false,false,false,false,exposure
14151,Clutches or Litters per year,,,,clutches/yr,Female,Adult,Not Reported,"20.69495, -103.32813",Exposure Factor Datasets,,,,,,,Reptiles,,,clutches/yr,,,,clutches/yr,,unknown,false,false,false,false,true,exposure
14158,Growth Rate,,0.58,"growth rate estimated by increase in snout-vent length (mm), snout-vent length range 50-58mm",mm/mo,Male,Not Reported,22,"33.29172, -112.02616",Exposure Factor Datasets,,,,,,,Reptiles,0.58,"growth rate estimated by increase in snout-vent length (mm), snout-vent length range 50-58mm",mm/mo,0.58,,,mm/mo,Growth,quantitative,false,true,false,true,true,exposure
14172,Population Density,,,,#/km2,Not Reported,Not Reported,Not Reported,"42.29784, -76.95886",Exposure Factor Datasets,,,,,,,Reptiles,,,#/km2,,,,#/km2,,unknown,false,false,false,false,true,exposure
14145,Body Weight - Mean,,46,,g,Both Male and Female,Both Adults and Juveniles,11,"33.8164, -116.38648",Exposure Factor Datasets,31-32 mo,Riverside,,,13.4 SD,,Reptiles,46,,g,46,,,g,,quantitative,false,true,false,true,true,exposure
14146,Dietary Composition,,Plant Species: Ambrosia dumosa (19.6%); Coldenia palmeri (10.1%);  Dalea schottii (14.4%); Euphorbia polycarpa (4.5%); Geraea canescens (3.1%); Larrea divaricata (32.7%); Palafoxia linearis (11.7%); Rafinesquia neomexicana (1.6%); Schismus barbatus (0.7%);Arthropods (0.5%); Rodent feces (0.5%); Shed skin (0.6%),mean % of total dry matter stomach contents,%,Not Reported,Adult,6,"33.8164, -116.38648",Exposure Factor Datasets,,Riverside,,,,,Reptiles,Plant Species: Ambrosia dumosa (19.6%); Coldenia palmeri (10.1%);  Dalea schottii (14.4%); Euphorbia polycarpa (4.5%); Geraea canescens (3.1%); Larrea divaricata (32.7%); Palafoxia linearis (11.7%); Rafinesquia neomexicana (1.6%); Schismus barbatus (0.7%);Arthropods (0.5%); Rodent feces (0.5%); Shed skin (0.6%),mean % of total dry matter stomach contents,%,19.6,Plant Species: Ambrosia dumosa (19.6%); Coldenia palmeri (10.1%);  Dalea schottii (14.4%); Euphorbia polycarpa (4.5%); Geraea canescens (3.1%); Larrea divaricata (32.7%); Palafoxia linearis (11.7%); Rafinesquia neomexicana (1.6%); Schismus barbatus (0.7%);Arthropods (0.5%); Rodent feces (0.5%); Shed skin (0.6%),,percent,Other,quantitative,false,true,false,true,true,exposure
14152,Body Weight - Mean,,,,g,Not Reported,Not Reported,60,"33.22176, -96.64371",Exposure Factor Datasets,,San Diego,,,,,Reptiles,,,g,,,,g,,unknown,false,false,false,false,true,exposure
14173,Population Density,,,population density ranges in % of area (605 mi2) surveyed,#/mi2,Both Male and Female,Both Adults and Juveniles,Not Reported,"33.82834, -117.86262",Exposure Factor Datasets,,,,,,,Reptiles,,population density ranges in % of area (605 mi2) surveyed,#/mi2,,,,#/mi2,Other,unknown,false,false,false,false,true,exposure
14162,Growth Rate,,0.04,increase in snout-vent length (50-60 mm size class),mm/d,Not Reported,,Not Reported,"38.39415, -28.21076",Exposure Factor Datasets,2.0 yr,,,,0.003 SE,,Reptiles,0.04,increase in snout-vent length (50-60 mm size class),mm/d,0.04,,,mm/d,Other,quantitative,false,true,false,true,true,exposure
14170,Survival/ Mortality,,,range of per capita mortality rates (k) for 2 time periods,/yr,Both Male and Female,Both Adults and Juveniles,115-130 animals/time period,"35.30663, -114.88106",Exposure Factor Datasets,,,,,,,Reptiles,,range of per capita mortality rates (k) for 2 time periods,/yr,,,,/yr,Mortality,unknown,false,false,false,false,true,exposure
14155,Time of Mating/ Laying,,Apr.-May and June-July,time of laying,,Female,Adult,124,"1.29575, 103.83686",Exposure Factor Datasets,,,,,,,Reptiles,Apr.-May and June-July,time of laying,,,Apr.-May and June-July,,,Other,text,false,false,false,false,false,exposure
14187,Time of Hatching or Parturition,,Aug.,,,Not Reported,Hatchling,Not Reported,"33.79408, -116.52493",Exposure Factor Datasets,,"Imperial, Riverside, San Bernardino",,,,,Reptiles,Aug.,,,,Aug.,,,,text,false,false,false,false,false,exposure
14183,Duration of Incubation or Gestation,,57,egg to hatching,d,Not Reported,Hatchling,Not Reported,,Exposure Factor Datasets,,"Kern, San Joaquin, San Luis Obispo, Tulare",,,,,Reptiles,57,egg to hatching,d,57,,,days,Other,quantitative,false,true,false,true,true,exposure
14188,Time of Mating/ Laying,,June - July,time of laying,,Female,Adult,Not Reported,,Exposure Factor Datasets,,,,,,,Reptiles,June - July,time of laying,,,June - July,,,Other,text,false,false,false,false,false,exposure
14200,Growth Rate,,,"range of average male and female growth rates, based on increases in snout-vent length (40-49 mm)",mm/d,Both Male and Female,Adult,17-21/sex,,Exposure Factor Datasets,,,,,,,Reptiles,,"range of average male and female growth rates, based on increases in snout-vent length (40-49 mm)",mm/d,,,,mm/d,Growth,unknown,false,false,false,false,true,exposure
14203,Body Weight - Mean,,0.669,egg weight,g,Not Reported,Embryo,6,,Exposure Factor Datasets,,San Bernardino,,,0.042SD,,Reptiles,0.669,egg weight,g,0.669,,,g,Other,quantitative,false,true,false,true,true,exposure
14205,Body Weight - Mean,,238.4,,g,Male,Adult,231,"Snake River Birds of Prey Area, southwestern ID",Exposure Factor Datasets,,,,,101.5 SD,,Reptiles,238.4,,g,238.4,,,g,,quantitative,false,true,false,true,true,exposure
14210,Growth Rate,,715,,g/yr,Not Reported,,4,,Exposure Factor Datasets,2 yr post-hatch,,,,,Laboratory,Reptiles,715,,g/yr,715,,,g/yr,,quantitative,false,true,false,true,true,exposure
14211,Duration of Incubation or Gestation,,125 (26C); 89 (28.1C); 72 (30.6C); 68 (32.8C); 73 (33C); 85 (35.3C),incubation time at various temperatures (26-35.3C),d,Not Reported,Embryo,45959,,Exposure Factor Datasets,,,,,,Laboratory,Reptiles,125 (26C); 89 (28.1C); 72 (30.6C); 68 (32.8C); 73 (33C); 85 (35.3C),incubation time at various temperatures (26-35.3C),d,125,125 (26C); 89 (28.1C); 72 (30.6C); 68 (32.8C); 73 (33C); 85 (35.3C),,days,Other,quantitative,false,true,false,true,true,exposure
14189,Time of Torpor or Hibernation,,Nov. - Mar.,,,Not Reported,Both Adults and Juveniles,93,"37.8708393, -122.2728630",Exposure Factor Datasets,,,,,,,Reptiles,Nov. - Mar.,,,,Nov. - Mar.,,,,text,false,false,false,false,false,exposure
14182,Body Weight - Mean,,,range of means from 6 breedings,g,Not Reported,Neonate,6 groups of young,"41.36121, -74.18025",Exposure Factor Datasets,,,,,,Laboratory,Reptiles,,range of means from 6 breedings,g,,,,g,Other,unknown,false,false,false,false,true,exposure
14199,Clutch or Litter Size,,4.3,average clutch size,eggs/female,Female,Adult,27,"37.4373, -121.31711",Exposure Factor Datasets,,Stanislaus,,,,,Reptiles,4.3,average clutch size,eggs/female,4.3,,,eggs/female,Other,quantitative,false,true,false,true,true,exposure
14184,Growth Rate,,2,increase in snout-vent length,mm/mo,Male,Adult,36,"36.01019, -119.95932",Exposure Factor Datasets,,"Kern, Kings, Tulare",,,,,Reptiles,2,increase in snout-vent length,mm/mo,2,,,mm/mo,Other,quantitative,false,true,false,true,true,exposure
14197,Home Range,,0.219,estimated using probability density function (95% confidence interval),ha,Male,Adult,9,"44.65513, -121.09101",Exposure Factor Datasets,,,,,0.06 SE,,Reptiles,0.219,estimated using probability density function (95% confidence interval),ha,0.219,,,ha,Other,quantitative,false,true,false,true,true,exposure
14190,Metabolic Rate,,0.198,"field metabolic rate estimated by carbon dioxide production, using doubly labelled water",ml CO2/g/hr,Both Male and Female,Adult,11,"34.05357, -118.24545",Exposure Factor Datasets,,,reproductively inactive,,0.034SE,,Reptiles,0.198,"field metabolic rate estimated by carbon dioxide production, using doubly labelled water",ml CO2/g/hr,0.198,,,ml CO2/g/hr,Other,quantitative,false,true,false,true,true,exposure
14177,Home Range,,131.92,home range reported as minimum area probability (0.95 level); minimum area which will contain a given proportion (95%) of the total observations of the average individual,m2,Male,,36 animals,"44.09007, -77.5784",Exposure Factor Datasets,1 yr,Monterey,nonbreeding,,,,Reptiles,131.92,home range reported as minimum area probability (0.95 level); minimum area which will contain a given proportion (95%) of the total observations of the average individual,m2,131.92,,,m2,Other,quantitative,false,true,false,true,true,exposure
14193,Time of Hatching or Parturition,,July - Sept.,,,Both Male and Female,Hatchling,Not Reported,"39.0255, -118.90731",Exposure Factor Datasets,,Monterey,,,,,Reptiles,July - Sept.,,,,July - Sept.,,,,text,false,false,false,false,false,exposure
14207,Population Density,,214,density also reported as 333-347 turtles/mile of stream or 85 turtles/acre,#/ha,Both Male and Female,Both Adults and Juveniles,578 marked turtles,"41.65794, -80.84282",Exposure Factor Datasets,,Trinity,,,,,Reptiles,214,density also reported as 333-347 turtles/mile of stream or 85 turtles/acre,#/ha,214,,,#/ha,Other,quantitative,false,true,false,true,true,exposure
14206,Dietary Composition,,Hyla (55.5%); Catostomus (21.8%); Microtus (5.4%); Rhinichthys (11.5%),% of total volume of stomach contents,%,Both Male and Female,Not Reported,,"38.63873, -120.37697",Exposure Factor Datasets,,Sierra,,,,,Reptiles,Hyla (55.5%); Catostomus (21.8%); Microtus (5.4%); Rhinichthys (11.5%),% of total volume of stomach contents,%,55.5,Hyla (55.5%); Catostomus (21.8%); Microtus (5.4%); Rhinichthys (11.5%),,percent,Other,quantitative,false,true,false,true,true,exposure
14181,Metabolic Rate,,0.059,resting oxygen consumption at 25C,cm3 O2 STP/hr/g,Male,Adult,6,"41.68917, -86.90355",Exposure Factor Datasets,,,,,0.001 SE,Laboratory,Reptiles,0.059,resting oxygen consumption at 25C,cm3 O2 STP/hr/g,0.059,,,cm3 O2 STP/hr/g,Other,quantitative,false,true,false,true,true,exposure
14202,Growth Rate,,0.03,increase in snout-vent length during 2nd yr,mm/d,Both Male and Female,,12,"50.45628, -96.57188",Exposure Factor Datasets,1-2 yr,,,,,,Reptiles,0.03,increase in snout-vent length during 2nd yr,mm/d,0.03,,,mm/d,Other,quantitative,false,true,false,true,true,exposure
14196,Duration of Incubation or Gestation,,63,time between laying and hatching,d,Both Male and Female,Embryo,Not Reported,"34.04505, -118.08936",Exposure Factor Datasets,,Los Angeles,,,,,Reptiles,63,time between laying and hatching,d,63,,,days,Other,quantitative,false,true,false,true,true,exposure
14191,Age at Sexual Maturity,,20,,mo,Both Male and Female,Adult,Not Reported,"20.69495, -103.32813",Exposure Factor Datasets,,,,,,,Reptiles,20,,mo,20,,,mo,,quantitative,false,true,false,true,true,exposure
14198,Time of Hatching or Parturition,,May-June,,,Not Reported,Hatchling,Not Reported,"33.29172, -112.02616",Exposure Factor Datasets,,,,,,,Reptiles,May-June,,,,May-June,,,,text,false,false,false,false,false,exposure
14194,Home Range,,1070,"average home range estimated using minimum convex polygon method (snout-vent length, 80+mm)",m2,Male,Adult,25,"33.8375, -116.5009",Exposure Factor Datasets,,Riverside,,,228 (95CI),,Reptiles,1070,"average home range estimated using minimum convex polygon method (snout-vent length, 80+mm)",m2,1070,,,m2,Other,quantitative,false,true,false,true,true,exposure
14204,Food Ingestion Rate,,1.6,% body weight consumed per day,%,Not Reported,Not Reported,43,"46.01509, -91.48544",Exposure Factor Datasets,Age class 1 and older,,,,0.82 SD,Laboratory,Reptiles,1.6,% body weight consumed per day,%,1.6,,,percent,Other,quantitative,false,true,false,true,true,exposure
14179,Clutch or Litter Size,,8.2,determined by palpation,young/litter,Female,Adult,18,"45.38627, -122.65432",Exposure Factor Datasets,,,,,,,Reptiles,8.2,determined by palpation,young/litter,8.2,,,young/litter,Other,quantitative,false,true,false,true,true,exposure
14208,Home Range,,19,,ha,Both Male and Female,Adult,14,"32.71082, -111.49074",Exposure Factor Datasets,,,,,4.6 SE,,Reptiles,19,,ha,19,,,ha,,quantitative,false,true,false,true,true,exposure
14180,Metabolic Rate,,see citation,figure of oxygen consumption at 5-27C,ml O2/g/hr,Both Male and Female,Not Reported,60,"49.89953, -97.14113",Exposure Factor Datasets,,,,,,Laboratory,Reptiles,see citation,figure of oxygen consumption at 5-27C,ml O2/g/hr,,see citation,,ml O2/g/hr,Other,qualitative,false,false,true,false,true,exposure
